14-62-35-26,15827
14-72-35-20-26,15781
64-101-102,15768
33-69-13,15699
5-12-133-13,15675
33-66-13,15555
14-62-20-13,15517
33-66-9,15515
52-12-9,15483
79-94,15429
42-7-48-9,15448
14-12-19-68,15392
5-12-19-20-13,15393
33-72-66-35-26,15388
33-20-40,15316
77-26,15426
47-44-9,15241
111-42-49-9,15200
18-72-35-9,15084
42-19-68,15076
60-19-13,15094
18-72-9-58,14992
33-24-9,14988
5-20-9-58,14866
90-43-35-26,14866
65-35-20-26,14864
14-35-68,14861
65-20-13,14870
18-72-66-9,14829
72-26,14975
36-49-20-9,14753
14-62-26,14731
5-43-13,14708
188,14692
33-49-20-9,14692
42-63-13,14688
33-12-13-59,14645
60-68,14832
65-6-9,14629
14-72-15-35-26,14578
76-33-9,14618
36-25-9,14657
14-7-44-9,14549
75-113-46,14458
42-84-20-9,14425
14-8-13,14500
129-15-9,14410
18-19-128-9,14418
57-119-102,14374
76-36-9,14310
18-48-9-58,14253
5-9-59,14165
90-84-9,14190
42-15-35-26,14176
18-13,14279
42-49-26,14023
14-71-72-9,14022
33-6-35-9,14008
47-6-9,14000
74-35-9,13893
18-48-35-9,13894
129-71-9,13855
86-5-12-9,13793
33-40-58,13810
129-7-9,13757
103-7-9,13764
36-12-20-68,13744
74-71-9,13694
74-35-20-13-58,13694
14-20-40,13672
96-24-35-26,13677
5-19-20-9,13581
96-7-48-9,13618
90-20-9,13570
36-44-9,13579
14-7-13,13578
42-12-35-20-13,13510
90-66-9,13520
14-49-26,13465
42-35-20-26-58,13448
14-35-20-9,13442
205-88-95,13421
5-68,13574
42-6-12-13,13397
33-12-19-20-13,13392
11-121,13363
223-73,13343
153-20-9,13338
97-26,13655
103-35-9,13324
42-48-19-13,13343
103-12-68,13392
33-155-9,13271
65-9-58,13275
129-12-9,13258
18-19-9-59,13242
47-6-35-26,13182
5-62-13,13202
42-12-20-13,13181
52-12-20-13,13170
36-12-48-13,13236
103-6-35-20-26,13161
96-12-13,13125
76-33-155-26,13046
42-8-35-26,13034
65-19-9,13018
14-48-26,13057
18-200-9-58,12979
103-9-58,12991
153-19-9,12941
14-49-19-9,12918
36-84-20-9,12921
14-12-35-20-13-58,12890
14-72-19-20-13,12857
96-8-9,12938
5-12-110-9,12831
33-8-26,12825
192-95,12791
47-6-40,12783
5-6-35-20-26,12758
5-6-26,12696
52-7-9,12682
65-12-68,12815
18-8-35-9,12668
107-45-46,12572
14-177-9,12528
65-43-35-26,12501
5-49-26,12489
14-15-35-26,12435
153-12-13,12440
23-230-102,12387
5-97-13,12394
65-12-9,12356
36-15-35-26,12332
42-49-20-9,12328
90-12-20-13,12312
16-178-46,12271
42-44-13,12341
14-62-35-20-13,12264
14-35-13,12250
33-15-13,12285
42-35-20-9,12223
111-42-12-69-40,12195
42-66-19-9,12180
42-6-35-26,12156
42-122-9,12240
221,12149
42-147-8-9,12163
42-40,12205
33-68,12268
14-6-35-9,12111
103-6-13,12070
90-6-13,12034
14-15-13,12067
103-6-20-13,11997
18-9-149,12044
18-8-35-26,11933
14-48-13,12084
42-49-19-9,11917
36-6-20-13,11910
42-171-9,11973
96-110-26,11963
33-84-26,11883
42-48-26,11891
14-6-12-13,11831
47-19-9,11821
51-98-99,11755
33-72-66-9,11782
14-66-19-9,11693
131-56-101-102,11689
33-12-25-19-13,11721
42-70-9,11853
60-13-59,11676
76-36-13,11680
183-45-46,11650
72-35-26,11754
124-36-12-133-13,11641
52-6-9,11624
76-14-13,11596
23-187-102,11552
185,11551
36-35-20-26,11524
14-35-26-58,11533
84-26,11742
33-6-20-9,11471
33-12-35-20-13-58,11494
14-120-72-66-9,11455
52-12-35-20-13,11458
42-12-19-13,11387
5-238-210-44-40,11397
76-14-20-9,11349
33-43-35-20-26,11340
14-12-155-13,11359
42-7-20-13,11330
42-48-19-9,11348
124-47-12-9,11320
74-7-9,11315
14-6-49-9,11305
14-35-20-13-58,11341
36-35-20-9,11289
57-178-46,11276
5-6-7-9,11276
153-35-20-13,11343
156-51,11269
52-19-9,11232
52-43-35-26,11182
14-6-12-9,11140
14-48-19-9,11132
18-12-9,11190
36-71-20-9,11103
14-122-9,11242
90-9-58,11064
18-71-9,11136
14-12-171-13,11149
5-48-13,11149
103-19-9,11015
5-15-9,11007
42-35-26-58,10960
111-42-12-9,10963
223-140,10949
42-72-13,11005
14-66-26,10970
14-7-8-9,10898
33-7-13,10883
36-12-110-9,10870
14-71-48-9,10872
42-155-13,10874
42-25-13,10978
33-72-66-13,10811
14-72-133-13,10798
42-177-9,10812
96-110-9,10886
90-48-9,10853
52-35-9,10719
5-12-13-58,10726
96-7-72-9,10731
18-66-9-59,10676
90-9-59,10670
96-24-66-9,10686
33-6-7-9,10631
169-92,10606
5-20-68,10602
169-75-101-102,10588
5-139-13,10623
18-19-9-58,10575
90-66-13,10579
150-37,10566
47-84-20-9,10567
52-20-13,10590
14-62-19-13,10543
14-171-9,10668
42-70-13,10707
36-110-9,10496
74-19-20-9,10472
36-12-13-58,10418
56-113-46,10416
33-15-9,10436
42-66-35-26-59,10399
60-7-9,10388
204,10333
42-15-68,10342
42-20-40,10312
14-7-72-9,10295
33-6-26,10304
18-122-19-9,10271
5-25-13,10322
96-48-35-26,10252
42-77-9,10213
47-35-20-26,10182
14-120-72-9,10186
33-69-20-9,10137
14-63-13,10172
42-6-12-40,10107
74-72-9,10206
129-12-15-13,10095
60-20-68,10106
111-60-49-9,10025
5-69-40,10027
96-19-13,9981
33-12-20-68,9944
96-72-9,9989
60-12-40-59,9923
36-12-20-9,9890
111-42-6-43-35-26,9891
33-8-20-13,9881
14-120-63-9,9878
18-43-9,9948
42-116-20-9,9846
96-7-110-9,9880
76-14-12-13,9853
14-62-68,9848
14-20-68,9830
33-12-110-9,9822
42-72-26,9821
42-12-69-40,9757
153-66-40,9779
33-186-9,9837
42-48-68,9781
14-133-13,9774
23-227-102,9684
65-19-20-9,9679
14-147-8-9,9618
36-12-43-13,9596
14-12-25-19-13,9641
76-5-26,9595
5-12-8-13,9578
76-14-12-9,9527
64-113-46,9519
96-77-226-9,9512
52-71-9,9522
42-6-43-35-26,9468
33-35-20-9,9457
18-155-19-9,9403
154-42-9,9414
42-19-26,9459
47-19-20-13,9383
5-12-15-13,9392
76-90-9,9411
42-8-19-13,9391
42-71-48-9,9377
33-70-40,9357
18-6-19-9,9332
103-12-20-13,9334
47-70-40,9347
65-40-59,9358
74-6-13,9308
169-183-113-46,9279
65-7-9,9283
76-5-9,9326
85-101-102,9234
42-26-58,9233
42-71-19-9,9222
90-19-26,9244
165-100,9180
33-177-9,9221
33-13-58,9189
129-6-9,9139
33-72-26,9198
17-112-99,9104
76-42-13,9133
156-54-119-102,9084
5-66-19-13,9084
33-48-26,9139
42-24-13,9068
18-155-35-9,9044
33-20-9-58,9033
5-12-44-13,9070
14-6-35-26,9015
23-127-102,9025
36-177-9,9028
14-12-19-13-59,8958
36-12-19-20-13,8947
51-113-46,8917
76-14-40,8924
14-12-40-59,8887
42-12-15-13,8865
60-44-26,8914
154-129-26,8884
42-19-9-59,8833
14-12-48-43-13,8811
42-69-26,8778
14-6-63-9,8770
33-6-35-26,8770
42-6-20-9,8755
51-112-99,8738
36-6-12-72-66-13,8735
154-33-35-26,8735
14-19-9-58,8725
14-71-26,8782
42-19-9-58,8724
23-239-102,8723
33-110-9,8809
42-7-35-26,8692
103-71-9,8689
5-155-9,8703
90-62-13,8673
14-6-20-9,8649
103-43-13,8652
5-49-20-9,8648
90-63-9,8629
42-7-35-20-26,8620
65-12-19-13,8655
14-72-20-9-58,8586
14-70-19-13,8589
5-12-48-9,8604
42-6-19-13,8551
131-56-45-46,8533
36-6-26,8525
33-35-20-26,8524
33-84-20-9,8525
42-7-26,8509
52-12-19-13,8483
14-48-35-9,8456
153-12-9,8461
75-184-102,8433
42-19-35-26,8430
14-116-9,8427
42-84-19-9,8407
42-84-66-9,8410
74-72-66-35-20-13,8370
14-6-19-13,8361
153-66-9,8372
33-12-48-19-13,8371
42-72-19-9,8347
33-12-24-13,8322
129-44-9,8354
33-77-9,8374
155-26,8454
90-12-43-13,8287
14-120-48-13,8282
33-69-35-26,8261
14-147-110-9,8274
60-49-20-9,8234
42-66-35-26,8210
5-44-26,8363
153-44-9,8250
14-12-72-43-13,8204
5-97-66-26,8198
42-6-49-9,8164
42-12-20-9,8159
5-12-19-68,8198
103-12-19-13,8128
90-72-26,8122
103-66-26,8086
5-13-58,8098
60-35-20-13-58,8087
42-19-13-58,8067
75-112-99,8057
96-7-8-9,8058
5-12-13-59,8049
42-66-35-9,8024
36-24-9,8025
5-110-66-9,8023
96-72-26,8076
14-77-66-133-13,8015
51-119-102,8013
47-6-13,8006
124-36-12-35-20-13,8015
103-72-9,8032
129-44-26,8090
18-8-19-9,7983
124-36-12-20-13,7977
60-71-20-9,7934
74-6-40,7921
103-133-13,7929
52-35-20-26,7895
36-155-35-13,7877
137-126,7871
33-122-20-9,7867
90-12-110-9,7886
90-12-8-13,7858
96-7-13,7889
42-66-43-35-26,7816
52-12-68,7925
42-6-12-9,7757
14-6-43-35-26,7755
154-33-48-9,7804
18-12-13,7775
103-40-58,7774
90-12-13-59,7735
19-20-9,7730
103-12-19-20-13,7728
86-18-35-9,7719
42-66-35-13,7727
33-71-20-9,7705
52-35-13,7672
76-36-12-9,7671
36-6-7-9,7687
36-133-13,7716
74-19-20-13,7683
5-12-44-9,7678
36-116-9,7675
74-12-19-13,7655
154-14-7-35-26,7618
86-5-12-20-13,7614
96-35-9,7608
33-122-35-9,7593
14-12-116-128-35-20-13,7610
42-6-20-13,7554
76-33-8-9,7573
143-96-24-9,7545
14-72-15-9,7550
14-12-48-19-13,7563
33-13-59,7529
14-6-70-40,7521
60-71-9-58,7526
5-6-35-26,7512
90-6-40,7520
42-7-8-9,7502
18-43-20-9,7485
5-43-35-20-26,7487
14-77-9,7490
14-19-26,7514
33-7-20-9,7445
14-6-20-13,7452
14-48-35-26,7502
33-12-44-13,7544
64-178-46,7434
14-139-9,7467
42-8-26,7445
47-6-35-20-26,7419
14-84-26,7496
33-71-26,7423
18-155-9-59,7370
14-9-149,7387
36-6-20-9,7323
5-12-43-35-20-13,7336
27-41-121,7296
76-36-12-13,7292
47-19-20-9,7313
90-71-66-9,7296
36-63-9,7334
60-71-66-40,7317
14-84-66-9,7300
74-66-116-20-9,7283
14-8-26,7315
14-12-19-13-58,7279
42-43-20-13,7293
90-20-13,7282
47-12-43-13,7262
5-8-13,7265
18-12-40,7280
14-71-155-9,7242
90-68,7321
5-6-12-9,7231
36-12-35-20-13-58,7285
90-35-20-13,7237
14-12-72-19-13,7242
14-84-19-9,7186
14-20-13-58,7170
33-12-25-13,7281
74-48-9,7256
60-19-20-9,7223
76-33-77-9,7164
5-147-48-9,7177
14-8-9-58,7165
154-129-9,7189
42-71-35-9,7137
23-113-102,7136
96-19-26,7151
36-6-43-35-26,7139
66-26,7160
15-9,7150
36-9-59,7109
18-66-43-9,7110
90-7-72-9,7174
14-66-35-9,7091
47-9-58,7088
64-98-99,7073
33-8-43-35-26,7072
36-6-9-58,7056
96-69-9,7098
36-49-72-9,7053
42-71-9-59,7052
18-6-20-9,7038
165-83,7025
96-63-9,7042
33-72-66-19-13,7008
14-12-70-13,7037
207-80,6974
33-62-35-20-13,6978
60-12-9,6994
36-13-59,6957
139-26,7151
181-182,6908
14-25-26,6927
96-48-13,6995
18-8-9-59,6920
33-63-13,7039
5-155-13,6958
52-40-59,6938
36-68,7054
14-12-116-128-13,6945
76-33-72-9,6890
42-7-19-13,6863
14-69-26,6905
76-5-13,6942
223-189,6849
36-116-20-9,6857
14-71-35-9,6844
96-24-66-13,6823
42-71-8-9,6828
111-42-12-63-13,6865
67-80,6798
5-70-40,6815
96-40-59,6830
74-6-20-13,6815
74-6-35-20-26,6797
14-49-72-9,6813
33-15-20-9,6804
42-40-59,6768
65-71-9,6795
153-20-13,6802
76-33-77-40,6760
14-7-25-9,6820
5-97-35-26,6761
36-7-35-13,6750
90-66-26,6780
36-12-35-13,6755
47-43-35-20-26,6726
42-35-26-59,6724
14-72-66-9,6747
65-19-20-13,6732
74-44-9,6726
36-71-24-9,6712
14-8-19-9,6710
96-24-35-9,6702
36-62-35-26,6703
154-96-9,6732
90-35-20-26,6694
14-12-15-68,6698
36-20-40,6692
76-36-26,6691
5-15-128-13,6729
56-178-46,6664
60-6-13,6663
36-62-35-20-13,6634
42-71-72-9,6622
42-40-58,6659
33-12-20-9,6603
47-20-40,6620
33-71-24-9,6602
42-7-68,6585
85-98-99,6580
14-25-19-9,6629
14-71-9-59,6581
103-6-40,6577
18-26,6727
42-72-35-26,6609
42-66-20-40,6540
52-7-26,6509
154-33-48-26,6571
90-15-13,6505
42-66-35-20-13,6499
36-69-9,6504
42-139-9,6511
96-24-110-9,6498
33-12-35-68,6478
65-12-35-20-13-58,6468
5-12-72-13,6538
76-42-40,6467
96-171-9,6552
42-20-13-58,6440
33-72-13,6505
76-33-20-9,6456
36-62-20-13,6423
90-15-35-26,6445
14-66-68,6475
42-25-19-13,6532
33-6-12-40,6412
14-12-63-13,6438
14-70-20-40,6385
18-71-66-9,6367
42-6-68,6355
14-8-35-9,6356
42-48-43-35-26,6363
47-12-13-59,6351
124-36-6-9,6364
154-90-9,6428
103-15-13,6337
96-62-13,6335
14-12-110-66-9,6338
86-5-12-48-13,6365
76-5-12-9,6308
36-155-9,6327
5-110-35-9,6298
36-15-9,6372
14-122-155-9,6287
33-155-20-9,6275
60-12-35-20-13,6250
36-49-110-9,6248
60-49-9-58,6223
14-72-116-9,6201
5-12-8-9,6204
5-12-24-13,6212
42-26-59,6185
96-9-59,6199
96-155-9,6253
14-20-40-58,6181
36-147-72-9,6169
14-12-35-13,6214
74-35-20-26,6153
42-69-13,6208
153-12-84-9,6139
5-97-19-214-26,6146
47-8-9,6149
36-7-35-26,6141
16-112-99,6110
42-6-63-9,6104
33-12-19-13-58,6097
15-20-9,6093
18-68,6260
76-33-26,6076
103-66-13,6092
33-72-66-35-9,6073
47-49-20-9,6083
223-224,6047
33-66-35-13,6051
36-6-12-9,6047
14-72-15-13,6044
36-12-72-13,6086
5-6-12-13,6020
14-110-26,6136
42-12-48-9,6030
103-48-9,6071
33-12-48-68,6062
5-62-35-26,6022
18-196-9,6077
9-58,6004
42-71-66-9,5972
76-14-7-9,5965
42-72-19-13,5993
42-12-19-9,5962
18-49-20-9,5959
14-49-48-9,5972
14-19-35-26,5971
42-9-149,6072
33-6-19-13,5948
14-71-8-9,5955
36-12-133-13,6001
65-19-20-13-58,5961
60-12-19-13,5936
60-20-9-58,5910
14-217-9,6041
5-13-59,5927
51-178-46,5900
129-49-26,5901
